Area Code,Area,Item Code,Item,Element Code,Element,Year Code,Year,Unit,Value,Flag
"67","Finland","1357","Pesticides","5159","Average use per area of cropland","2009","2009","kg/ha","0.750000","Fc"
"67","Finland","1357","Pesticides","5159","Average use per area of cropland","2010","2010","kg/ha","0.770000","Fc"
"67","Finland","1357","Pesticides","5159","Average use per area of cropland","2011","2011","kg/ha","0.760000","Fc"
"67","Finland","1357","Pesticides","5159","Average use per area of cropland","2012","2012","kg/ha","0.690000","Fc"
"67","Finland","1357","Pesticides","5159","Average use per area of cropland","2013","2013","kg/ha","0.660000","Fc"
"67","Finland","1357","Pesticides","5159","Average use per area of cropland","2014","2014","kg/ha","0.720000","Fc"
"68","France","1357","Pesticides","5159","Average use per area of cropland","1990","1990","kg/ha","5.140000","Fc"
"68","France","1357","Pesticides","5159","Average use per area of cropland","1991","1991","kg/ha","5.430000","Fc"
"68","France","1357","Pesticides","5159","Average use per area of cropland","1992","1992","kg/ha","4.470000","Fc"
"68","France","1357","Pesticides","5159","Average use per area of cropland","1993","1993","kg/ha","4.780000","Fc"
"68","France","1357","Pesticides","5159","Average use per area of cropland","1994","1994","kg/ha","4.640000","Fc"
"68","France","1357","Pesticides","5159","Average use per area of cropland","1995","1995","kg/ha","4.340000","Fc"
"68","France","1357","Pesticides","5159","Average use per area of cropland","1996","1996","kg/ha","5.050000","Fc"
"68","France","1357","Pesticides","5159","Average use per area of cropland","1997","1997","kg/ha","5.650000","Fc"
"68","France","1357","Pesticides","5159","Average use per area of cropland","1998","1998","kg/ha","5.540000","Fc"
"68","France","1357","Pesticides","5159","Average use per area of cropland","1999","1999","kg/ha","5.880000","Fc"
"68","France","1357","Pesticides","5159","Average use per area of cropland","2000","2000","kg/ha","5.020000","Fc"
"68","France","1357","Pesticides","5159","Average use per area of cropland","2001","2001","kg/ha","5.120000","Fc"
"68","France","1357","Pesticides","5159","Average use per area of cropland","2002","2002","kg/ha","4.230000","Fc"
"68","France","1357","Pesticides","5159","Average use per area of cropland","2003","2003","kg/ha","3.830000","Fc"
"68","France","1357","Pesticides","5159","Average use per area of cropland","2004","2004","kg/ha","3.910000","Fc"
"68","France","1357","Pesticides","5159","Average use per area of cropland","2005","2005","kg/ha","4.020000","Fc"
"68","France","1357","Pesticides","5159","Average use per area of cropland","2006","2006","kg/ha","3.680000","Fc"
"68","France","1357","Pesticides","5159","Average use per area of cropland","2007","2007","kg/ha","3.990000","Fc"
"68","France","1357","Pesticides","5159","Average use per area of cropland","2008","2008","kg/ha","1.410000","Fc"
"68","France","1357","Pesticides","5159","Average use per area of cropland","2009","2009","kg/ha","1.170000","Fc"
"68","France","1357","Pesticides","5159","Average use per area of cropland","2010","2010","kg/ha","1.170000","Fc"
"68","France","1357","Pesticides","5159","Average use per area of cropland","2011","2011","kg/ha","3.180000","Fc"
"68","France","1357","Pesticides","5159","Average use per area of cropland","2012","2012","kg/ha","3.310000","Fc"
"68","France","1357","Pesticides","5159","Average use per area of cropland","2013","2013","kg/ha","3.450000","Fc"
"68","France","1357","Pesticides","5159","Average use per area of cropland","2014","2014","kg/ha","3.900000","Fc"
"70","French Polynesia","1357","Pesticides","5159","Average use per area of cropland","2002","2002","kg/ha","1.650000","Fc"
"70","French Polynesia","1357","Pesticides","5159","Average use per area of cropland","2004","2004","kg/ha","1.890000","Fc"
"70","French Polynesia","1357","Pesticides","5159","Average use per area of cropland","2005","2005","kg/ha","2.210000","Fc"
"70","French Polynesia","1357","Pesticides","5159","Average use per area of cropland","2006","2006","kg/ha","1.810000","Fc"
"70","French Polynesia","1357","Pesticides","5159","Average use per area of cropland","2007","2007","kg/ha","1.950000","Fc"
"70","French Polynesia","1357","Pesticides","5159","Average use per area of cropland","2008","2008","kg/ha","2.150000","Fc"
"70","French Polynesia","1357","Pesticides","5159","Average use per area of cropland","2009","2009","kg/ha","1.850000","Fc"
"70","French Polynesia","1357","Pesticides","5159","Average use per area of cropland","2010","2010","kg/ha","1.130000","Fc"
"70","French Polynesia","1357","Pesticides","5159","Average use per area of cropland","2011","2011","kg/ha","1.690000","Fc"
"70","French Polynesia","1357","Pesticides","5159","Average use per area of cropland","2012","2012","kg/ha","1.140000","Fc"
"70","French Polynesia","1357","Pesticides","5159","Average use per area of cropland","2013","2013","kg/ha","1.010000","Fc"
"70","French Polynesia","1357","Pesticides","5159","Average use per area of cropland","2014","2014","kg/ha","1.450000","Fc"
"75","Gambia","1357","Pesticides","5159","Average use per area of cropland","1992","1992","kg/ha","0.200000","Fc"
"75","Gambia","1357","Pesticides","5159","Average use per area of cropland","1993","1993","kg/ha","0.120000","Fc"
"75","Gambia","1357","Pesticides","5159","Average use per area of cropland","1994","1994","kg/ha","0.010000","Fc"
"75","Gambia","1357","Pesticides","5159","Average use per area of cropland","1995","1995","kg/ha","0.040000","Fc"
"75","Gambia","1357","Pesticides","5159","Average use per area of cropland","1996","1996","kg/ha","0.040000","Fc"
"75","Gambia","1357","Pesticides","5159","Average use per area of cropland","2000","2000","kg/ha","0.960000","Fc"
"75","Gambia","1357","Pesticides","5159","Average use per area of cropland","2001","2001","kg/ha","0.780000","Fc"
"75","Gambia","1357","Pesticides","5159","Average use per area of cropland","2002","2002","kg/ha","0.880000","Fc"
"75","Gambia","1357","Pesticides","5159","Average use per area of cropland","2003","2003","kg/ha","1.130000","Fc"
"75","Gambia","1357","Pesticides","5159","Average use per area of cropland","2004","2004","kg/ha","1.770000","Fc"
"75","Gambia","1357","Pesticides","5159","Average use per area of cropland","2005","2005","kg/ha","2.460000","Fc"
"75","Gambia","1357","Pesticides","5159","Average use per area of cropland","2006","2006","kg/ha","6.920000","Fc"
"75","Gambia","1357","Pesticides","5159","Average use per area of cropland","2007","2007","kg/ha","1.910000","Fc"
"79","Germany","1357","Pesticides","5159","Average use per area of cropland","1990","1990","kg/ha","2.520000","Fc"
"79","Germany","1357","Pesticides","5159","Average use per area of cropland","1991","1991","kg/ha","2.710000","Fc"
"79","Germany","1357","Pesticides","5159","Average use per area of cropland","1992","1992","kg/ha","2.520000","Fc"
"79","Germany","1357","Pesticides","5159","Average use per area of cropland","1993","1993","kg/ha","2.110000","Fc"
"79","Germany","1357","Pesticides","5159","Average use per area of cropland","1994","1994","kg/ha","2.190000","Fc"
"79","Germany","1357","Pesticides","5159","Average use per area of cropland","1995","1995","kg/ha","2.490000","Fc"
"79","Germany","1357","Pesticides","5159","Average use per area of cropland","1996","1996","kg/ha","2.630000","Fc"
"79","Germany","1357","Pesticides","5159","Average use per area of cropland","1997","1997","kg/ha","2.520000","Fc"
"79","Germany","1357","Pesticides","5159","Average use per area of cropland","1998","1998","kg/ha","2.760000","Fc"
"79","Germany","1357","Pesticides","5159","Average use per area of cropland","1999","1999","kg/ha","2.490000","Fc"
"79","Germany","1357","Pesticides","5159","Average use per area of cropland","2000","2000","kg/ha","2.930000","Fc"
"79","Germany","1357","Pesticides","5159","Average use per area of cropland","2001","2001","kg/ha","2.780000","Fc"
"79","Germany","1357","Pesticides","5159","Average use per area of cropland","2002","2002","kg/ha","2.870000","Fc"
"79","Germany","1357","Pesticides","5159","Average use per area of cropland","2003","2003","kg/ha","2.950000","Fc"
"79","Germany","1357","Pesticides","5159","Average use per area of cropland","2004","2004","kg/ha","2.890000","Fc"
"79","Germany","1357","Pesticides","5159","Average use per area of cropland","2005","2005","kg/ha","3.010000","Fc"
"79","Germany","1357","Pesticides","5159","Average use per area of cropland","2006","2006","kg/ha","3.190000","Fc"
"79","Germany","1357","Pesticides","5159","Average use per area of cropland","2007","2007","kg/ha","3.370000","Fc"
"79","Germany","1357","Pesticides","5159","Average use per area of cropland","2008","2008","kg/ha","3.580000","Fc"
"79","Germany","1357","Pesticides","5159","Average use per area of cropland","2009","2009","kg/ha","3.240000","Fc"
"79","Germany","1357","Pesticides","5159","Average use per area of cropland","2010","2010","kg/ha","3.390000","Fc"
"79","Germany","1357","Pesticides","5159","Average use per area of cropland","2011","2011","kg/ha","3.620000","Fc"
"79","Germany","1357","Pesticides","5159","Average use per area of cropland","2012","2012","kg/ha","3.780000","Fc"
"79","Germany","1357","Pesticides","5159","Average use per area of cropland","2013","2013","kg/ha","3.620000","Fc"
"79","Germany","1357","Pesticides","5159","Average use per area of cropland","2014","2014","kg/ha","3.800000","Fc"
"81","Ghana","1357","Pesticides","5159","Average use per area of cropland","1995","1995","kg/ha","0.010000","Fc"
"81","Ghana","1357","Pesticides","5159","Average use per area of cropland","1996","1996","kg/ha","0.320000","Fc"
"81","Ghana","1357","Pesticides","5159","Average use per area of cropland","1997","1997","kg/ha","0.090000","Fc"
"81","Ghana","1357","Pesticides","5159","Average use per area of cropland","1998","1998","kg/ha","0.050000","Fc"
"81","Ghana","1357","Pesticides","5159","Average use per area of cropland","1999","1999","kg/ha","0.020000","Fc"
"81","Ghana","1357","Pesticides","5159","Average use per area of cropland","2000","2000","kg/ha","0.010000","Fc"
"81","Ghana","1357","Pesticides","5159","Average use per area of cropland","2001","2001","kg/ha","0.010000","Fc"
"81","Ghana","1357","Pesticides","5159","Average use per area of cropland","2002","2002","kg/ha","0.480000","Fc"
"81","Ghana","1357","Pesticides","5159","Average use per area of cropland","2004","2004","kg/ha","0.640000","Fc"
"81","Ghana","1357","Pesticides","5159","Average use per area of cropland","2005","2005","kg/ha","0.680000","Fc"
"81","Ghana","1357","Pesticides","5159","Average use per area of cropland","2006","2006","kg/ha","3.420000","Fc"
"81","Ghana","1357","Pesticides","5159","Average use per area of cropland","2007","2007","kg/ha","0.650000","Fc"
"81","Ghana","1357","Pesticides","5159","Average use per area of cropland","2008","2008","kg/ha","1.770000","Fc"
"81","Ghana","1357","Pesticides","5159","Average use per area of cropland","2009","2009","kg/ha","2.010000","Fc"
"84","Greece","1357","Pesticides","5159","Average use per area of cropland","1991","1991","kg/ha","1.880000","Fc"
"84","Greece","1357","Pesticides","5159","Average use per area of cropland","1992","1992","kg/ha","2.000000","Fc"
"84","Greece","1357","Pesticides","5159","Average use per area of cropland","1993","1993","kg/ha","2.250000","Fc"
"84","Greece","1357","Pesticides","5159","Average use per area of cropland","1994","1994","kg/ha","1.620000","Fc"
"84","Greece","1357","Pesticides","5159","Average use per area of cropland","1995","1995","kg/ha","1.710000","Fc"
"84","Greece","1357","Pesticides","5159","Average use per area of cropland","1996","1996","kg/ha","1.870000","Fc"
"84","Greece","1357","Pesticides","5159","Average use per area of cropland","1997","1997","kg/ha","2.370000","Fc"
"84","Greece","1357","Pesticides","5159","Average use per area of cropland","1998","1998","kg/ha","2.760000","Fc"
"84","Greece","1357","Pesticides","5159","Average use per area of cropland","1999","1999","kg/ha","2.490000","Fc"
"84","Greece","1357","Pesticides","5159","Average use per area of cropland","2000","2000","kg/ha","2.760000","Fc"
"84","Greece","1357","Pesticides","5159","Average use per area of cropland","2001","2001","kg/ha","2.780000","Fc"
"84","Greece","1357","Pesticides","5159","Average use per area of cropland","2002","2002","kg/ha","3.080000","Fc"
"84","Greece","1357","Pesticides","5159","Average use per area of cropland","2003","2003","kg/ha","2.900000","Fc"
"84","Greece","1357","Pesticides","5159","Average use per area of cropland","2004","2004","kg/ha","3.080000","Fc"
"84","Greece","1357","Pesticides","5159","Average use per area of cropland","2005","2005","kg/ha","3.200000","Fc"
"84","Greece","1357","Pesticides","5159","Average use per area of cropland","2006","2006","kg/ha","2.020000","Fc"
"84","Greece","1357","Pesticides","5159","Average use per area of cropland","2007","2007","kg/ha","1.980000","Fc"
"84","Greece","1357","Pesticides","5159","Average use per area of cropland","2008","2008","kg/ha","1.390000","Fc"
"84","Greece","1357","Pesticides","5159","Average use per area of cropland","2009","2009","kg/ha","0.920000","Fc"
"84","Greece","1357","Pesticides","5159","Average use per area of cropland","2010","2010","kg/ha","1.510000","Fc"
"84","Greece","1357","Pesticides","5159","Average use per area of cropland","2011","2011","kg/ha","2.210000","Fc"
"84","Greece","1357","Pesticides","5159","Average use per area of cropland","2012","2012","kg/ha","2.180000","Fc"
"84","Greece","1357","Pesticides","5159","Average use per area of cropland","2013","2013","kg/ha","2.160000","Fc"
"84","Greece","1357","Pesticides","5159","Average use per area of cropland","2014","2014","kg/ha","2.540000","Fc"
"89","Guatemala","1357","Pesticides","5159","Average use per area of cropland","1996","1996","kg/ha","6.280000","Fc"
"89","Guatemala","1357","Pesticides","5159","Average use per area of cropland","2000","2000","kg/ha","4.920000","Fc"
